iter	Logloss
408	0.2845640099
409	0.2843602743
410	0.2840255519
411	0.2835559868
412	0.2833559254
413	0.2831252283
414	0.2828891908
415	0.2825489241
416	0.2822204657
417	0.281985837
418	0.2817948323
419	0.2813669089
420	0.2810875324
421	0.2808164872
422	0.2803410356
423	0.2800795911
424	0.2798078725
425	0.2795547384
426	0.2793948654
427	0.2791050163
428	0.2788414146
429	0.2784771739
430	0.2783177715
431	0.2780869117
432	0.2777413582
433	0.2774735766
434	0.2771724623
435	0.2769962383
436	0.2768316811
437	0.276530779
438	0.276151145
439	0.2758508249
440	0.2756058843
441	0.2753288799
442	0.275023359
443	0.2747092314
444	0.2744510465
445	0.2741719645
446	0.2738200844
447	0.2735495175
448	0.2732535906
449	0.2730410369
450	0.2727939419
451	0.2725439037
452	0.2721777214
453	0.2720060236
454	0.2717292343
455	0.2715501212
456	0.2713040719
457	0.2710330286
458	0.2708552391
459	0.2705135527
460	0.2703175473
461	0.2700993043
462	0.2698202839
463	0.2695226502
464	0.2693144362
465	0.2691012342
466	0.2687495421
467	0.2684750488
468	0.2681649623
469	0.2679510278
470	0.2676981207
471	0.267511296
472	0.2673492972
473	0.2671182135
474	0.2669594317
475	0.266714409
476	0.2665107248
477	0.2661308986
478	0.2659259641
479	0.2657138526
480	0.265423762
481	0.2652027728
482	0.2650478532
483	0.2647112955
484	0.2643052989
485	0.2641588274
486	0.2639817961
487	0.263666746
488	0.2634656337
489	0.2631457869
490	0.2628818791
491	0.2626104653
492	0.2623962877
493	0.2621127272
494	0.2618510149
495	0.2615408559
496	0.2612144127
497	0.2610541837
498	0.2607123482
499	0.2605326611
500	0.2603992414
501	0.2601136016
502	0.2598918173
503	0.2597104192
504	0.2595589145
505	0.2594121763
506	0.2592016013
507	0.2589673234
508	0.2586419663
509	0.2582702664
510	0.2581321126
511	0.2578846034
512	0.2577427566
513	0.2573072107
514	0.2570994138
515	0.2567826366
516	0.2565799876
517	0.2564360913
518	0.2562627412
519	0.256062782
520	0.2558776798
521	0.2555999797
522	0.2552964296
523	0.2549444187
524	0.2547033527
525	0.2544861722
526	0.2541367753
527	0.2538130859
528	0.2535580774
529	0.253384756
530	0.2531174637
531	0.2528622829
532	0.2526073949
533	0.2523637105
534	0.2520407085
535	0.2516838055
536	0.2515066042
537	0.2512356843
538	0.2510070266
539	0.2508297675
540	0.250532794
541	0.2503415862
542	0.2500792254
543	0.24998124
544	0.2497901447
545	0.2495824035
546	0.2492644334
547	0.24911408
548	0.2489569642
549	0.2486907443
550	0.2484067935
551	0.2480422609
552	0.2478482623
553	0.2475788606
554	0.247378251
555	0.247126227
556	0.2469550427
557	0.2467607213
558	0.2466204418
559	0.246447198
560	0.2461918919
561	0.2460503042
562	0.2459033981
563	0.2455181855
564	0.2452479723
565	0.2449721789
566	0.2447196579
567	0.2445420424
568	0.2443694842
569	0.2441545591
570	0.2440459049
571	0.2439311307
572	0.2436497812
573	0.2433795552
574	0.2432385914
575	0.242977811
576	0.2427858194
577	0.2426298885
578	0.2424719464
579	0.2422690247
580	0.242040297
581	0.2418329233
582	0.2415900217
583	0.2413240849
584	0.2410416516
585	0.2407555952
586	0.2406385657
587	0.2403139978
588	0.2401184346
589	0.2399183712
590	0.2396911548
591	0.2394050394
592	0.2392554642
593	0.2390077531
594	0.2387503146
595	0.2385199243
596	0.238201925
597	0.2381110447
598	0.2377621784
599	0.2376559178
600	0.2374668774
601	0.237128408
602	0.2369341711
603	0.2367921062
604	0.2366562971
605	0.2365108794
606	0.2363743949
607	0.2361946063
608	0.2359539504
609	0.2357445947
610	0.2355413183
611	0.2354493196
612	0.2351657379
613	0.2349294549
614	0.2346883472
615	0.2344446892
616	0.2341261127
617	0.233974426
618	0.2336788805
619	0.233463097
620	0.233244423
621	0.2331490606
622	0.2329496779
623	0.232760868
624	0.2324652299
625	0.2320961538
626	0.2319305372
627	0.2318287325
628	0.2316429105
629	0.2314467764
630	0.2311550103
631	0.2309037503
632	0.2306409333
633	0.2305249792
634	0.2303696903
635	0.2302420625
636	0.2300802628
637	0.2299540488
638	0.2297120971
639	0.2294512452
640	0.2293184336
641	0.2291644087
642	0.2290897724
643	0.2288270698
644	0.2286951847
645	0.2285555096
646	0.2283155476
647	0.2280327996
648	0.2278890464
649	0.2276926946
650	0.2274278413
651	0.2271944789
652	0.2270166954
653	0.226774747
654	0.2265854345
655	0.2264195041
656	0.2261690665
657	0.2259876074
658	0.2257524626
659	0.2255835695
660	0.225393833
661	0.2252502688
662	0.2250917984
663	0.224812936
664	0.2246417446
665	0.2245151669
666	0.2242569351
667	0.2240884051
668	0.2238327583
669	0.2237132724
670	0.223584266
671	0.2235081473
672	0.2232136832
673	0.2229822245
674	0.2227549501
675	0.2226448553
676	0.2223696169
677	0.2222119937
678	0.2220327988
679	0.2218483177
680	0.2216910891
681	0.221421089
682	0.2211325031
683	0.2209944762
684	0.220781981
685	0.2206241424
686	0.2204503457
687	0.2203216544
688	0.2199348088
689	0.2197794073
690	0.2195549515
691	0.2192969414
692	0.2191528324
693	0.2189368394
694	0.2187651489
695	0.2185989402
696	0.2184374011
697	0.2181595947
698	0.217933986
699	0.2178093653
700	0.2177067539
701	0.217458011
702	0.2172244229
703	0.2170433833
704	0.2169147447
705	0.2167446562
706	0.2164652029
707	0.2163467274
708	0.2161591492
709	0.2158552667
710	0.2157729705
711	0.2154322466
712	0.2152400769
713	0.2150594188
714	0.2148018418
715	0.2146352975
716	0.2144421132
717	0.2142866823
718	0.2141214613
719	0.2139714613
720	0.2137952174
721	0.2136323513
722	0.2134850813
723	0.2133159623
724	0.2131645845
725	0.2129759493
726	0.212719491
727	0.2125835041
728	0.2124262962
729	0.2122698195
730	0.2121512109
731	0.2119946259
732	0.2118529103
733	0.2116840995
734	0.2115342675
735	0.2114335315
736	0.2112556255
737	0.2110433626
738	0.2108524941
739	0.2107063784
740	0.2104519179
741	0.2102383918
742	0.21006982
743	0.2098344832
744	0.2096548684
745	0.2095180822
746	0.2093599568
747	0.2092627535
748	0.2091567733
749	0.2090379177
750	0.2089001431
751	0.2087297949
752	0.2085381704
753	0.208377996
754	0.2082286504
755	0.208057879
756	0.207948662
757	0.2078441065
758	0.20769048
759	0.20753544
760	0.2073885032
761	0.2072634368
762	0.2071579973
763	0.2069415008
764	0.2067335053
765	0.2065635425
766	0.2064770844
767	0.2063529725
768	0.206154885
769	0.2060230764
770	0.2058956449
771	0.2057059717
772	0.2056021283
773	0.2054693341
774	0.2053077293
775	0.2050529362
776	0.2049021393
777	0.2048185736
778	0.2046914836
779	0.2045368068
780	0.2044225157
781	0.2042518136
782	0.2040524152
783	0.2038216009
784	0.2035505654
785	0.2032666699
786	0.2031036835
787	0.2028971171
788	0.2027607901
789	0.2026054865
790	0.2024561493
791	0.2023861635
792	0.202224301
793	0.2020198385
794	0.2019162228
795	0.2017086054
796	0.201528975
797	0.2012801708
798	0.2011284134
799	0.2009484429
800	0.2007293148
801	0.2005735687
802	0.2004974766
803	0.2002449174
804	0.2001032954
805	0.1999049008
806	0.1997862932
807	0.1996165269
808	0.1994673314
809	0.1992989039
810	0.1991246832
811	0.1989787227
812	0.1988671888
813	0.1986979441
814	0.1985534051
815	0.1984573006
816	0.1983481962
817	0.198218782
818	0.1980571103
819	0.1978876144
820	0.1977314487
821	0.197571622
822	0.1974941182
823	0.1972378618
824	0.1971190537
825	0.1969751922
826	0.1969104534
827	0.1967853327
828	0.1966993103
829	0.1965316519
830	0.1963505345
831	0.1962305847
832	0.196132087
833	0.1959770515
834	0.1958250395
835	0.1956706508
836	0.1955513497
837	0.195343002
838	0.1952278924
839	0.1951083532
840	0.19494152
841	0.194798857
842	0.1947284569
843	0.1945842844
844	0.1943790423
845	0.1942439959
846	0.1941027477
847	0.1939864968
848	0.1937806426
849	0.1936812586
850	0.1935896223
851	0.193485867
852	0.1933465409
853	0.1932010889
854	0.1929471701
855	0.1927486164
856	0.1926357566
857	0.1923644167
858	0.1921998939
859	0.1920553313
860	0.1918919938
861	0.1917663108
862	0.1915680283
863	0.1912844971
864	0.1911323563
865	0.1910072762
866	0.1909190904
867	0.190725687
868	0.1906214222
869	0.1904768625
870	0.1903449481
871	0.1902583334
872	0.1901707508
873	0.1900325712
874	0.1898935848
875	0.1897231293
876	0.1896338869
877	0.1895401339
878	0.1894103034
879	0.1893154643
880	0.1891866646
881	0.1890071503
882	0.188888823
883	0.1888394403
884	0.1886512741
885	0.1885521339
886	0.1884109438
887	0.1882995011
888	0.1881200916
889	0.1878549351
890	0.1877756387
891	0.1875752432
892	0.1874677754
893	0.1873100017
894	0.1871851797
895	0.1870914995
896	0.1869420194
897	0.1868623479
898	0.186710282
899	0.1865725394
900	0.1864945934
901	0.1863516424
902	0.1862339819
903	0.1860991947
904	0.1859357777
905	0.1857656285
906	0.185713821
907	0.185516143
908	0.1852857643
909	0.1851159154
910	0.1850023146
911	0.1848563444
912	0.1847495736
913	0.1846704994
914	0.1844368966
915	0.1842993802
916	0.1841335599
917	0.1839718383
918	0.183827963
919	0.183706043
920	0.1835876991
921	0.1834112213
922	0.1832857203
923	0.1830550616
924	0.1829666711
925	0.1828943796
926	0.1827657355
927	0.1826574605
928	0.1825867245
929	0.1824471248
930	0.1823781923
931	0.1822359375
932	0.1821041142
933	0.1819732187
934	0.18176283
935	0.181621168
936	0.1814923944
937	0.1813775147
938	0.1812520825
939	0.1811490081
940	0.1809519085
941	0.1808527096
942	0.1807603557
943	0.1806545627
944	0.1805162019
945	0.1803148975
946	0.1801615563
947	0.1799969102
948	0.1799033422
949	0.1798037975
950	0.1796999904
951	0.1795592836
952	0.1794120557
953	0.1791535256
954	0.1790450508
955	0.1789523165
956	0.1787891483
957	0.1786461071
958	0.1785594674
959	0.1784167979
960	0.1782808626
961	0.1781189355
962	0.1779930555
963	0.1778433887
964	0.1777279999
965	0.1775246077
966	0.1774235829
967	0.1773178204
968	0.1771048551
969	0.176989028
970	0.1768745822
971	0.1767327862
972	0.1765655353
973	0.1764195109
974	0.1762757381
975	0.1761612253
976	0.1760136906
977	0.1758748445
978	0.175673583
979	0.1755863575
980	0.1754973577
981	0.1753518103
982	0.1752807502
983	0.1751336443
984	0.174964714
985	0.1747828962
986	0.1746163882
987	0.1744707551
988	0.1742914647
989	0.174203543
990	0.1740768852
991	0.1739628571
992	0.1738385121
993	0.1737250395
994	0.1736327119
995	0.1734913247
996	0.1732917157
997	0.1732212264
998	0.1731340779
999	0.1729877019
